X33,Y33,X34,Y34,X35,Y35,X36,Y36,X37,Y37,X38,Y38,X39,Y39,X40,Y40,X41,Y41,X42,Y42,X43,Y43,X44,Y44,X45,Y45,X46,Y46,X47,Y47,X48,Y48
0.193,234905,0.193,200444,0.193,197955,0.193,161522,0.193,161780,0.193,172727,0.193,159006,0.193,175213,0.193,222048,0.193,181986,0.193,193162,0.193,199931,0.193,186289,0.193,171496,0.193,176275,0.193,189588
0.195,230473,0.195,194248,0.195,197981,0.195,150468,0.195,152110,0.195,161015,0.195,146106,0.195,163691,0.195,216962,0.195,178599,0.195,186686,0.195,189702,0.195,175911,0.195,161362,0.195,165318,0.195,180797
0.197,224768,0.197,187054,0.197,197014,0.197,138836,0.197,141831,0.197,148487,0.197,132713,0.197,151206,0.197,210768,0.197,174243,0.197,178921,0.197,178161,0.197,164731,0.197,150354,0.197,153403,0.197,171258
0.198,217699,0.198,178829,0.198,194836,0.198,126767,0.198,131261,0.198,135537,0.198,118864,0.198,138007,0.198,203338,0.198,168816,0.198,170459,0.198,165606,0.198,153027,0.198,138503,0.198,140528,0.198,160715
0.2,209556,0.2,169470,0.2,191780,0.2,114257,0.2,119823,0.2,122157,0.2,104596,0.2,124347,0.2,194767,0.2,162553,0.2,160927,0.2,152134,0.2,140892,0.2,126280,0.2,126883,0.2,149278
0.202,200360,0.202,159114,0.202,187705,0.202,101363,0.202,108046,0.202,108086,0.202,90021,0.202,110215,0.202,184828,0.202,155786,0.202,150532,0.202,137810,0.202,128317,0.202,113431,0.202,112833,0.202,137171
0.203,190159,0.203,147930,0.203,182711,0.203,88381,0.203,96300,0.203,93738,0.203,75394,0.203,95924,0.203,173932,0.203,148266,0.203,139362,0.203,122965,0.203,115584,0.203,99942,0.203,98125,0.203,124368
0.205,178802,0.205,136059,0.205,176810,0.205,75370,0.205,84444,0.205,79099,0.205,60556,0.205,81348,0.205,162199,0.205,140168,0.205,127730,0.205,107872,0.205,102390,0.205,86274,0.205,83265,0.205,111003
0.207,166426,0.207,123855,0.207,170099,0.207,62326,0.207,72374,0.207,64457,0.207,46081,0.207,66737,0.207,149705,0.207,131572,0.207,115813,0.207,92592,0.207,89085,0.207,72835,0.207,68389,0.207,97637
0.208,152978,0.208,111679,0.208,162402,0.208,49624,0.208,60390,0.208,49756,0.208,31757,0.208,52093,0.208,136621,0.208,122583,0.208,103834,0.208,77262,0.208,75608,0.208,59140,0.208,53744,0.208,84269
0.21,138802,0.21,99035,0.21,153730,0.21,37110,0.21,48703,0.21,35348,0.21,17844,0.21,37877,0.21,123248,0.21,113109,0.21,91806,0.21,62029,0.21,62227,0.21,45800,0.21,39119,0.21,70956
0.212,124172,0.212,86451,0.212,144064,0.212,24715,0.212,36870,0.212,21285,0.212,4154,0.212,23587,0.212,109465,0.212,103402,0.212,79662,0.212,46797,0.212,48762,0.212,32831,0.212,24771,0.212,57757
0.213,109104,0.213,73791,0.213,133723,0.213,12712,0.213,25053,0.213,7931,0.213,-9131,0.213,9869,0.213,95191,0.213,93391,0.213,67653,0.213,31716,0.213,35489,0.213,20033,0.213,10779,0.213,44999
0.215,94060,0.215,60997,0.215,122865,0.215,1006,0.215,13570,0.215,-5268,0.215,-22283,0.215,-3575,0.215,80680,0.215,83110,0.215,55502,0.215,16893,0.215,22186,0.215,7474,0.215,-2938,0.215,32493
0.217,79033,0.217,47891,0.217,111647,0.217,-10496,0.217,2790,0.217,-18010,0.217,-34786,0.217,-16530,0.217,66225,0.217,72607,0.217,43355,0.217,2401,0.217,9073,0.217,-4485,0.217,-16151,0.217,20362
0.218,63848,0.218,35145,0.218,100243,0.218,-21464,0.218,-7877,0.218,-30133,0.218,-46696,0.218,-29309,0.218,51502,0.218,61834,0.218,31283,0.218,-11713,0.218,-3913,0.218,-16057,0.218,-28778,0.218,8500
0.22,48778,0.22,22336,0.22,88869,0.22,-31807,0.22,-17858,0.22,-41727,0.22,-57823,0.22,-41257,0.22,36754,0.22,51141,0.22,19572,0.22,-25057,0.22,-16393,0.22,-27157,0.22,-40966,0.22,-2971
0.222,34010,0.222,9922,0.222,77502,0.222,-41651,0.222,-27108,0.222,-53014,0.222,-68083,0.222,-52668,0.222,22260,0.222,40544,0.222,7845,0.222,-37762,0.222,-28486,0.222,-37429,0.222,-52505,0.222,-14215
0.223,19273,0.223,-2153,0.223,66038,0.223,-50850,0.223,-35875,0.223,-63501,0.223,-77496,0.223,-63432,0.223,8153,0.223,30227,0.223,-3487,0.223,-49810,0.223,-39881,0.223,-47345,0.223,-63195,0.223,-25153
0.225,4892,0.225,-13406,0.225,54699,0.225,-59552,0.225,-44516,0.225,-73256,0.225,-86251,0.225,-73448,0.225,-5532,0.225,20230,0.225,-14487,0.225,-61363,0.225,-50647,0.225,-56881,0.225,-73307,0.225,-35638
0.227,-8893,0.227,-24368,0.227,43403,0.227,-67943,0.227,-52707,0.227,-82370,0.227,-94403,0.227,-82857,0.227,-18656,0.227,10556,0.227,-25107,0.227,-72376,0.227,-60786,0.227,-65995,0.227,-82532,0.227,-45773
0.228,-22317,0.228,-34696,0.228,32399,0.228,-75708,0.228,-60453,0.228,-90920,0.228,-102155,0.228,-91714,0.228,-31119,0.228,1185,0.228,-35282,0.228,-82901,0.228,-70411,0.228,-74761,0.228,-90984,0.228,-55094
0.23,-35173,0.23,-44628,0.23,21590,0.23,-83195,0.23,-67886,0.23,-98647,0.23,-109491,0.23,-100228,0.23,-42910,0.23,-7834,0.23,-44802,0.23,-92870,0.23,-79409,0.23,-83369,0.23,-98638,0.23,-63832
0.232,-47483,0.232,-53963,0.232,11238,0.232,-90121,0.232,-74626,0.232,-105741,0.232,-116041,0.232,-107944,0.232,-54039,0.232,-16688,0.232,-53990,0.232,-102050,0.232,-88036,0.232,-91401,0.232,-105574,0.232,-72038
0.233,-59131,0.233,-63149,0.233,1087,0.233,-96323,0.233,-80787,0.233,-112042,0.233,-121933,0.233,-115047,0.233,-64913,0.233,-25389,0.233,-62587,0.233,-110224,0.233,-96096,0.233,-98894,0.233,-111710,0.233,-79745
0.235,-70151,0.235,-71580,0.235,-8332,0.235,-101857,0.235,-86227,0.235,-117908,0.235,-127124,0.235,-121274,0.235,-75112,0.235,-33593,0.235,-70694,0.235,-117421,0.235,-103532,0.235,-105950,0.235,-117573,0.235,-86691
0.237,-80419,0.237,-79485,0.237,-17524,0.237,-107170,0.237,-91127,0.237,-122967,0.237,-131294,0.237,-126953,0.237,-84729,0.237,-41642,0.237,-78425,0.237,-123896,0.237,-110475,0.237,-112373,0.237,-122593,0.237,-93419
0.238,-89928,0.238,-86652,0.238,-26298,0.238,-111822,0.238,-95307,0.238,-127522,0.238,-134695,0.238,-131686,0.238,-93662,0.238,-49371,0.238,-85801,0.238,-129397,0.238,-116816,0.238,-118126,0.238,-127304,0.238,-99586
0.24,-98403,0.24,-93404,0.24,-34657,0.24,-116180,0.24,-99326,0.24,-131619,0.24,-137922,0.24,-135914,0.24,-102006,0.24,-56487,0.24,-92524,0.24,-134289,0.24,-122309,0.24,-123347,0.24,-131370,0.24,-105075
0.242,-106007,0.242,-99657,0.242,-42437,0.242,-120108,0.242,-102595,0.242,-135284,0.242,-140754,0.242,-139644,0.242,-109325,0.242,-63070,0.242,-98730,0.242,-138549,0.242,-127210,0.242,-127968,0.242,-135073,0.242,-110048
0.243,-112782,0.243,-105373,0.243,-50135,0.243,-123665,0.243,-105316,0.243,-138064,0.243,-143220,0.243,-142788,0.243,-115824,0.243,-69244,0.243,-104206,0.243,-142074,0.243,-131548,0.243,-131864,0.243,-137693,0.243,-114543
0.245,-118794,0.245,-110724,0.245,-57227,0.245,-126573,0.245,-107384,0.245,-140414,0.245,-145419,0.245,-145321,0.245,-121554,0.245,-74851,0.245,-109118,0.245,-144786,0.245,-135044,0.245,-135204,0.245,-140117,0.245,-118543
0.247,-124162,0.247,-115963,0.247,-63901,0.247,-128883,0.247,-109271,0.247,-142304,0.247,-147372,0.247,-147189,0.247,-126742,0.247,-79856,0.247,-113383,0.247,-147202,0.247,-138099,0.247,-138148,0.247,-141658,0.247,-122043
0.248,-128875,0.248,-120633,0.248,-70245,0.248,-130893,0.248,-110410,0.248,-143398,0.248,-148633,0.248,-148426,0.248,-131233,0.248,-84535,0.248,-117090,0.248,-149033,0.248,-140667,0.248,-140454,0.248,-142795,0.248,-125263
0.25,-133327,0.25,-124539,0.25,-76025,0.25,-132678,0.25,-111488,0.25,-144141,0.25,-149378,0.25,-149214,0.25,-135090,0.25,-88556,0.25,-120342,0.25,-150301,0.25,-142716,0.25,-142293,0.25,-143085,0.25,-128117
0.252,-137182,0.252,-128448,0.252,-81002,0.252,-134004,0.252,-112485,0.252,-144743,0.252,-149581,0.252,-149762,0.252,-138693,0.252,-92277,0.252,-123289,0.252,-151292,0.252,-144101,0.252,-143685,0.252,-143176,0.252,-130410
0.253,-140210,0.253,-131658,0.253,-85363,0.253,-134975,0.253,-113498,0.253,-144752,0.253,-149505,0.253,-149740,0.253,-141714,0.253,-95505,0.253,-125870,0.253,-151792,0.253,-145185,0.253,-144905,0.253,-142364,0.253,-132052
0.255,-142591,0.255,-134164,0.255,-89099,0.255,-135990,0.255,-114104,0.255,-144114,0.255,-148906,0.255,-149684,0.255,-144120,0.255,-98575,0.255,-127991,0.255,-151754,0.255,-145676,0.255,-145557,0.255,-141287,0.255,-133369
0.257,-144469,0.257,-136383,0.257,-92185,0.257,-136428,0.257,-114714,0.257,-143401,0.257,-147856,0.257,-149368,0.257,-146140,0.257,-101395,0.257,-129919,0.257,-151235,0.257,-146039,0.257,-146113,0.257,-139756,0.257,-134121
0.258,-145354,0.258,-138422,0.258,-95049,0.258,-136379,0.258,-114996,0.258,-142098,0.258,-146449,0.258,-148484,0.258,-147816,0.258,-104035,0.258,-131372,0.258,-150584,0.258,-146104,0.258,-146421,0.258,-137937,0.258,-134414
0.26,-145798,0.26,-139693,0.26,-97676,0.26,-136209,0.26,-114927,0.26,-140195,0.26,-144817,0.26,-147097,0.26,-148681,0.26,-106252,0.26,-132591,0.26,-149403,0.26,-146149,0.26,-146401,0.26,-135868,0.26,-134607
0.262,-146014,0.262,-140740,0.262,-100095,0.262,-135818,0.262,-114657,0.262,-138282,0.262,-142677,0.262,-145440,0.262,-149314,0.262,-108428,0.262,-133265,0.262,-148046,0.262,-145833,0.262,-145799,0.262,-133799,0.262,-134715
0.263,-145769,0.263,-141542,0.263,-102309,0.263,-134811,0.263,-114137,0.263,-136188,0.263,-140108,0.263,-143343,0.263,-149573,0.263,-110116,0.263,-133600,0.263,-146275,0.263,-145241,0.263,-144958,0.263,-131346,0.263,-134509
0.265,-145128,0.265,-141745,0.265,-104231,0.265,-133557,0.265,-113390,0.265,-133610,0.265,-137233,0.265,-140972,0.265,-149438,0.265,-111173,0.265,-133367,0.265,-144056,0.265,-144243,0.265,-143629,0.265,-128775,0.265,-134134
0.267,-144194,0.267,-141463,0.267,-105678,0.267,-132092,0.267,-112484,0.267,-131032,0.267,-134182,0.267,-138349,0.267,-149068,0.267,-112022,0.267,-133084,0.267,-141337,0.267,-143010,0.267,-142134,0.267,-126405,0.267,-133471
0.268,-142712,0.268,-140907,0.268,-106758,0.268,-130189,0.268,-111433,0.268,-128529,0.268,-130963,0.268,-135505,0.268,-148475,0.268,-112416,0.268,-132323,0.268,-138439,0.268,-141313,0.268,-140499,0.268,-123837,0.268,-132557
0.27,-140726,0.27,-139877,0.27,-107522,0.27,-128108,0.27,-110036,0.27,-125716,0.27,-127595,0.27,-132612,0.27,-147283,0.27,-112400,0.27,-131658,0.27,-135386,0.27,-139451,0.27,-138750,0.27,-121359,0.27,-131247
0.272,-138441,0.272,-138489,0.272,-108064,0.272,-125994,0.272,-108740,0.272,-122807,0.272,-124364,0.272,-129473,0.272,-145568,0.272,-112211,0.272,-130989,0.272,-132184,0.272,-137418,0.272,-136787,0.272,-119061,0.272,-129612
0.273,-135866,0.273,-137163,0.273,-108226,0.273,-123530,0.273,-107334,0.273,-119907,0.273,-121402,0.273,-126382,0.273,-143289,0.273,-112116,0.273,-130325,0.273,-129120,0.273,-134945,0.273,-134878,0.273,-116702,0.273,-127939
0.275,-133014,0.275,-135798,0.275,-108279,0.275,-121152,0.275,-105827,0.275,-116763,0.275,-118390,0.275,-123441,0.275,-140441,0.275,-111625,0.275,-129211,0.275,-126138,0.275,-131960,0.275,-132413,0.275,-114127,0.275,-126077
0.277,-130084,0.277,-134296,0.277,-108250,0.277,-118689,0.277,-104423,0.277,-113319,0.277,-115231,0.277,-120601,0.277,-137354,0.277,-111266,0.277,-128123,0.277,-123077,0.277,-128854,0.277,-129632,0.277,-111596,0.277,-123953
0.278,-127069,0.278,-132832,0.278,-108057,0.278,-115928,0.278,-103024,0.278,-109787,0.278,-112244,0.278,-117623,0.278,-134165,0.278,-110698,0.278,-126567,0.278,-119856,0.278,-125456,0.278,-126810,0.278,-108736,0.278,-121822
0.28,-124017,0.28,-131434,0.28,-107549,0.28,-112928,0.28,-101387,0.28,-106443,0.28,-109314,0.28,-114839,0.28,-131273,0.28,-109888,0.28,-124620,0.28,-116761,0.28,-121878,0.28,-123810,0.28,-105905,0.28,-119680
0.282,-121060,0.282,-129623,0.282,-107166,0.282,-110148,0.282,-99732,0.282,-103083,0.282,-106206,0.282,-111694,0.282,-128485,0.282,-108957,0.282,-122451,0.282,-113645,0.282,-118434,0.282,-120455,0.282,-102989,0.282,-117164
0.283,-118269,0.283,-127548,0.283,-106493,0.283,-106913,0.283,-98132,0.283,-99926,0.283,-102915,0.283,-108597,0.283,-125667,0.283,-108223,0.283,-120222,0.283,-110396,0.283,-115393,0.283,-117409,0.283,-100036,0.283,-114464
0.285,-115403,0.285,-125235,0.285,-105637,0.285,-103744,0.285,-96283,0.285,-96926,0.285,-99698,0.285,-105497,0.285,-122894,0.285,-107267,0.285,-117560,0.285,-107348,0.285,-112255,0.285,-114548,0.285,-97049,0.285,-111618
0.287,-112657,0.287,-122717,0.287,-104655,0.287,-100702,0.287,-94489,0.287,-94076,0.287,-96348,0.287,-102458,0.287,-119913,0.287,-106147,0.287,-114872,0.287,-104510,0.287,-109360,0.287,-111477,0.287,-94303,0.287,-108432
0.288,-109860,0.288,-119866,0.288,-103348,0.288,-97813,0.288,-92961,0.288,-91058,0.288,-92845,0.288,-99293,0.288,-116533,0.288,-105247,0.288,-112117,0.288,-101637,0.288,-106527,0.288,-108399,0.288,-91174,0.288,-105197
0.29,-106899,0.29,-116835,0.29,-101798,0.29,-94860,0.29,-91321,0.29,-88025,0.29,-89277,0.29,-96529,0.29,-113262,0.29,-104143,0.29,-109271,0.29,-98919,0.29,-103526,0.29,-105478,0.29,-88302,0.29,-101799
0.292,-103805,0.292,-113796,0.292,-100424,0.292,-92020,0.292,-89510,0.292,-84966,0.292,-86005,0.292,-93703,0.292,-110161,0.292,-102774,0.292,-106359,0.292,-96410,0.292,-100350,0.292,-102440,0.292,-85583,0.292,-98642
0.293,-100980,0.293,-110703,0.293,-99017,0.293,-89302,0.293,-87802,0.293,-82076,0.293,-82828,0.293,-90678,0.293,-106970,0.293,-101500,0.293,-103689,0.293,-93847,0.293,-97374,0.293,-99342,0.293,-83109,0.293,-95567
0.295,-97955,0.295,-107550,0.295,-97461,0.295,-86649,0.295,-86129,0.295,-79315,0.295,-79951,0.295,-87768,0.295,-104113,0.295,-100522,0.295,-100992,0.295,-91043,0.295,-94174,0.295,-96250,0.295,-80674,0.295,-92669
0.297,-95041,0.297,-104368,0.297,-96232,0.297,-84024,0.297,-84187,0.297,-76684,0.297,-77315,0.297,-85039,0.297,-101379,0.297,-99181,0.297,-98459,0.297,-88085,0.297,-91130,0.297,-93399,0.297,-78758,0.297,-89839
0.298,-92026,0.298,-101387,0.298,-95037,0.298,-81499,0.298,-82328,0.298,-74223,0.298,-74619,0.298,-82036,0.298,-98444,0.298,-97671,0.298,-95799,0.298,-84694,0.298,-88150,0.298,-90648,0.298,-76668,0.298,-87302
0.3,-88976,0.3,-98253,0.3,-93440,0.3,-79144,0.3,-80257,0.3,-71809,0.3,-71581,0.3,-78919,0.3,-95097,0.3,-96001,0.3,-92737,0.3,-80584,0.3,-84771,0.3,-87859,0.3,-74512,0.3,-84568
0.302,-85141,0.302,-94940,0.302,-91070,0.302,-76172,0.302,-77603,0.302,-68759,0.302,-67171,0.302,-75709,0.302,-90946,0.302,-93150,0.302,-88589,0.302,-74774,0.302,-80197,0.302,-85093,0.302,-71857,0.302,-81165
0.303,-80000,0.303,-90624,0.303,-87565,0.303,-71831,0.303,-73030,0.303,-64210,0.303,-59529,0.303,-71202,0.303,-84842,0.303,-87726,0.303,-81950,0.303,-65625,0.303,-73174,0.303,-82596,0.303,-68326,0.303,-75874
0.305,-71426,0.305,-83510,0.305,-80764,0.305,-64344,0.305,-64561,0.305,-56358,0.305,-45968,0.305,-63566,0.305,-74722,0.305,-77910,0.305,-70375,0.305,-49853,0.305,-60950,0.305,-79896,0.305,-62464,0.305,-66315
0.307,-56814,0.307,-70850,0.307,-68094,0.307,-50981,0.307,-49119,0.307,-42203,0.307,-23117,0.307,-50328,0.307,-57237,0.307,-60518,0.307,-50592,0.307,-23602,0.307,-39999,0.307,-77121,0.307,-52228,0.307,-49492
0.308,-32089,0.308,-49277,0.308,-46031,0.308,-28044,0.308,-22864,0.308,-18009,0.308,13664,0.308,-27719,0.308,-28527,0.308,-30891,0.308,-18715,0.308,17821,0.308,-6164,0.308,-74546,0.308,-34275,0.308,-21354
0.31,6402,0.31,-14288,0.31,-10858,0.31,8261,0.31,19076,0.31,20283,0.31,68391,0.31,8629,0.31,16025,0.31,15021,0.31,30295,0.31,79002,0.31,45276,0.31,-71896,0.31,-4647,0.31,21998
0.312,62899,0.312,38203,0.312,42025,0.312,61755,0.312,80596,0.312,76788,0.312,144243,0.312,62538,0.312,81001,0.312,81065,0.312,100320,0.312,163571,0.312,118131,0.312,-69209,0.312,40807,0.312,83867
0.313,140402,0.313,110820,0.313,115328,0.313,135284,0.313,165049,0.313,154590,0.313,243557,0.313,136867,0.313,169817,0.313,170562,0.313,194553,0.313,274505,0.313,215564,0.313,-66764,0.313,105585,0.313,166580
0.315,240616,0.315,205668,0.315,210739,0.315,230770,0.315,275526,0.315,255159,0.315,368072,0.315,233063,0.315,285802,0.315,286224,0.315,316934,0.315,424254,0.315,341662,0.315,-64428,0.315,192111,0.315,270897
0.317,363550,0.317,322001,0.317,326915,0.317,346450,0.317,420492,0.317,378725,0.317,525564,0.317,349827,0.317,442960,0.317,437312,0.317,487222,0.317,678099,0.317,518633,0.317,-62212,0.317,300697,0.317,392827
0.318,512474,0.318,455372,0.318,457178,0.318,475240,0.318,643962,0.318,526351,0.318,751427,0.318,479220,0.318,719755,0.318,672732,0.318,791602,0.318,1240241,0.318,837977,0.318,-60445,0.318,426921,0.318,521197
0.32,705894,0.32,600519,0.32,588695,0.32,604195,0.32,1080062,0.32,712815,0.32,1125091,0.32,607962,0.32,1371078,0.32,1129154,0.32,1452175,0.32,2501797,0.32,1518997,0.32,-58813,0.32,559725,0.32,638629
0.322,989183,0.322,758165,0.322,707618,0.322,718187,0.322,1975215,0.322,974878,0.322,1752783,0.322,719712,0.322,2900885,0.322,2040567,0.322,2831202,0.322,4963185,0.322,2895219,0.322,-57220,0.322,681836,0.322,724469
0.323,1425045,0.323,933104,0.323,799909,0.323,801569,0.323,3629266,0.323,1362003,0.323,2724836,0.323,798173,0.323,5973358,0.323,3673492,0.323,5327915,0.323,9047106,0.323,5308730,0.323,-55804,0.323,773197,0.323,757853
0.325,2065001,0.325,1130134,0.325,852894,0.325,841211,0.325,6277014,0.325,1912208,0.325,4065013,0.325,828689,0.325,11166568,0.325,6209779,0.325,9212332,0.325,14873630,0.325,8958159,0.325,-54284,0.325,813999,0.325,723544
0.327,2918157,0.327,1347512,0.327,859310,0.327,830070,0.327,9952854,0.327,2629553,0.327,5681677,0.327,804578,0.327,18649120,0.327,9616831,0.327,14444998,0.327,22053334,0.327,13737853,0.327,-52540,0.327,790170,0.327,619073
0.328,3920207,0.328,1570265,0.328,817606,0.328,767802,0.328,14372399,0.328,3456791,0.328,7346453,0.328,726652,0.328,27886388,0.328,13549185,0.328,20537568,0.328,29624976,0.328,19129704,0.328,-50675,0.328,697969,0.328,453403
0.33,4921458,0.33,1761440,0.33,726264,0.33,655979,0.33,18911540,0.33,4267026,0.33,8746362,0.33,599863,0.33,37565268,0.33,17370762,0.33,26574578,0.33,36268736,0.33,24264656,0.33,-48885,0.33,545051,0.33,242542
0.332,5721322,0.332,1869636,0.332,583834,0.332,496754,0.332,22758088,0.332,4894288,0.332,9589056,0.332,430395,0.332,45901820,0.332,20336102,0.332,31464470,0.332,40728244,0.332,28180798,0.332,-46930,0.332,344872,0.332,6907
0.333,6139648,0.333,1848559,0.333,392919,0.333,295461,0.333,25176536,0.333,5193624,0.333,9700789,0.333,227769,0.333,51227224,0.333,21847738,0.333,34291584,0.333,42203964,0.333,30136280,0.333,-45022,0.333,114811,0.333,-231958
0.335,6078330,0.335,1676732,0.335,163081,0.335,62628,0.335,25734992,0.335,5088779,0.335,9072791,0.335,5402,0.335,52554076,0.335,21648640,0.335,34581908,0.335,40557492,0.335,29820992,0.335,-43026,0.335,-125053,0.335,-453783
0.337,5551268,0.337,1366476,0.337,-88277,0.337,-184466,0.337,24408822,0.337,4594655,0.337,7858617,0.337,-219295,0.337,49863020,0.337,19883738,0.337,32410200,0.337,36310340,0.337,27421300,0.337,-41072,0.337,-353472,0.337,-640917
0.338,4676770,0.338,964641,0.338,-335656,0.338,-422382,0.338,21564678,0.338,3811830,0.338,6317164,0.338,-425570,0.338,44037736,0.338,17025394,0.338,28348278,0.338,30440662,0.338,23535732,0.338,-38679,0.338,-551502,0.338,-779182
0.34,3635156,0.34,537864,0.34,-549995,0.34,-624766,0.34,17825492,0.34,2892693,0.34,4724804,0.34,-592081,0.34,36493656,0.34,13693733,0.34,23256128,0.34,24044044,0.34,18957040,0.34,-35836,0.34,-702496,0.34,-859628
0.342,2607839,0.342,152021,0.342,-706966,0.342,-769396,0.342,13861024,0.342,1989847,0.342,3297858,0.342,-702348,0.342,28680582,0.342,10453806,0.342,18001628,0.342,18029740,0.342,14422360,0.342,-32095,0.342,-794613,0.342,-880317
0.343,1728469,0.343,-146167,0.343,-793420,0.343,-844416,0.343,10208946,0.343,1216848,0.343,2160530,0.343,-750125,0.343,21684272,0.343,7684522,0.343,13250557,0.343,12974750,0.343,10455573,0.343,-27597,0.343,-825212,0.343,-848652
0.345,1063304,0.345,-337146,0.345,-810153,0.345,-851328,0.345,7197853,0.345,633095,0.345,1347837,0.345,-740393,0.345,16074000,0.345,5551650,0.345,9387984,0.345,9114411,0.345,7323568,0.345,-22188,0.345,-801650,0.345,-778945
0.347,618103,0.347,-427806,0.347,-769848,0.347,-802772,0.347,4947797,0.347,247150,0.347,829102,0.347,-686829,0.347,11960948,0.347,4050097,0.347,6530765,0.347,6410601,0.347,5067464,0.347,-16450,0.347,-738338,0.347,-688050
0.348,358928,0.348,-440463,0.348,-692297,0.348,-718216,0.348,3414770,0.348,31315,0.348,537665,0.348,-607149,0.348,9162812,0.348,3073904,0.348,4593043,0.348,4660068,0.348,3574012,0.348,-10762,0.348,-652646,0.348,-592095
0.35,234188,0.35,-403348,0.35,-597591,0.35,-617572,0.35,2457684,0.35,-59209,0.35,399514,0.35,-518521,0.35,7371493,0.35,2481758,0.35,3379037,0.35,3603474,0.35,2660191,0.35,-6033,0.35,-561202,0.35,-503118
0.352,192310,0.352,-342830,0.352,-502847,0.352,-517609,0.352,1907726,0.352,-71401,0.352,351362,0.352,-433848,0.352,6273816,0.352,2141285,0.352,2670815,0.352,3001675,0.352,2139601,0.352,-2331,0.352,-476026,0.352,-427940
0.353,192971,0.353,-278371,0.353,-418543,0.353,-429191,0.353,1614900,0.353,-43749,0.353,354742,0.353,-360208,0.353,5614004,0.353,1951108,0.353,2281657,0.353,2676344,0.353,1864269,0.353,388,0.353,-403495,0.353,-366508
0.355,213369,0.355,-212467,0.355,-330573,0.355,-350794,0.355,1469815,0.355,13426,0.355,562265,0.355,-237106,0.355,5226895,0.355,1896906,0.355,2107428,0.355,2644190,0.355,1855197,0.355,33020,0.355,-340224,0.355,-232731
0.357,361433,0.357,41630,0.357,50473,0.357,-110796,0.357,1483890,0.357,353964,0.357,1752195,0.357,450439,0.357,5256145,0.357,2415546,0.357,2426644,0.357,3551246,0.357,2745176,0.357,457810,0.357,-128435,0.357,564126
0.358,1316811,0.358,1287984,0.358,1599118,0.358,1072880,0.358,2198732,0.358,1844103,0.358,4557886,0.358,2548430,0.358,6483914,0.358,4335661,0.358,4068697,0.358,6057177,0.358,5216592,0.358,2144693,0.358,992277,0.358,2831474
0.36,3819724,0.36,4160208,0.36,4861675,0.36,3865852,0.36,4394687,0.36,5034743,0.36,9296805,0.36,6476741,0.36,9435551,0.36,8089640,0.36,7489856,0.36,10485150,0.36,9599530,0.36,5586134,0.36,3699557,0.36,6953762
0.362,8216969,0.362,8974152,0.362,10108306,0.362,8583747,0.362,8457289,0.362,10213133,0.362,16110996,0.362,12443937,0.362,14381228,0.362,13887877,0.362,12932826,0.362,16996196,0.362,16059686,0.362,11018956,0.362,8329430,0.362,13132949
0.363,14697760,0.363,15872770,0.363,17432884,0.363,15386291,0.363,14590235,0.363,17490336,0.363,24717256,0.363,20420314,0.363,21421878,0.363,21723940,0.363,20441590,0.363,25378426,0.363,24413160,0.363,18503822,0.363,15029396,0.363,21274040
0.365,23091070,0.365,24538948,0.365,26310982,0.365,24003632,0.365,22718188,0.365,26383722,0.365,33547050,0.365,29418596,0.365,30094170,0.365,30674604,0.365,29334164,0.365,34201640,0.365,33279556,0.365,27363820,0.365,23575078,0.365,30237644
0.367,32048758,0.367,33373330,0.367,35006524,0.367,32885476,0.367,31706078,0.367,35159072,0.367,41294676,0.367,37733372,0.367,38700960,0.367,39042932,0.367,37844188,0.367,42046132,0.367,41195240,0.367,35857536,0.367,32443978,0.367,38396456
0.368,40065296,0.368,41094800,0.368,42396128,0.368,40684936,0.368,39934056,0.368,42681232,0.368,47285600,0.368,44500824,0.368,46073184,0.368,45894344,0.368,44962956,0.368,48184448,0.368,47421272,0.368,42980392,0.368,40288720,0.368,44961676
0.37,46405496,0.37,47030416,0.37,47911464,0.37,46738648,0.37,46574924,0.37,48328752,0.37,51155888,0.37,49262152,0.37,51593716,0.37,50755492,0.37,50141984,0.37,52217488,0.37,51549704,0.37,48208744,0.37,46388120,0.37,49479928
0.372,50639420,0.372,50830824,0.372,51257436,0.372,50665092,0.372,51160760,0.372,51794496,0.372,52889152,0.372,51833724,0.372,54929416,0.372,53408568,0.372,53128536,0.372,54078524,0.372,53506732,0.372,51277112,0.372,50390772,0.372,51837644
0.373,52686480,0.373,52493192,0.373,52554164,0.373,52434872,0.373,53522964,0.373,53175724,0.373,53177364,0.373,52606524,0.373,56168500,0.373,54214652,0.373,54135244,0.373,54405624,0.373,53890412,0.373,52398848,0.373,52224800,0.373,52489988
