X33,Y33,X34,Y34,X35,Y35,X36,Y36,X37,Y37,X38,Y38,X39,Y39,X40,Y40,X41,Y41,X42,Y42,X43,Y43,X44,Y44,X45,Y45,X46,Y46,X47,Y47,X48,Y48
5.745,2743714,5.745,2733404,5.745,2741202,5.745,2741635,5.745,2738592,5.745,2727471,5.745,2729135,5.745,2728321,5.745,2735323,5.745,2732417,5.745,2732257,5.745,2738148,5.745,2736570,5.745,2724058,5.745,2735622,5.745,2735592
5.747,2746610,5.747,2736504,5.747,2744014,5.747,2744820,5.747,2741772,5.747,2730469,5.747,2731921,5.747,2731089,5.747,2738454,5.747,2735324,5.747,2734738,5.747,2741250,5.747,2739432,5.747,2727225,5.747,2738860,5.747,2738525
5.748,2749274,5.748,2739390,5.748,2746677,5.748,2747975,5.748,2745012,5.748,2733492,5.748,2734557,5.748,2734048,5.748,2741371,5.748,2738347,5.748,2737111,5.748,2744237,5.748,2742224,5.748,2730634,5.748,2741879,5.748,2741358
5.75,2752056,5.75,2742169,5.75,2749503,5.75,2751193,5.75,2748170,5.75,2736458,5.75,2737282,5.75,2736759,5.75,2744097,5.75,2741272,5.75,2739540,5.75,2747052,5.75,2744671,5.75,2733623,5.75,2744757,5.75,2744102
5.752,2754985,5.752,2744637,5.752,2752200,5.752,2754334,5.752,2750917,5.752,2739375,5.752,2739785,5.752,2739319,5.752,2746912,5.752,2744142,5.752,2741921,5.752,2749841,5.752,2747195,5.752,2736705,5.752,2747411,5.752,2746805
5.753,2757645,5.753,2746976,5.753,2754973,5.753,2757155,5.753,2753636,5.753,2742038,5.753,2742295,5.753,2741863,5.753,2749779,5.753,2746960,5.753,2744486,5.753,2752523,5.753,2749715,5.753,2739440,5.753,2749999,5.753,2749463
5.755,2760588,5.755,2749394,5.755,2757567,5.755,2759671,5.755,2756003,5.755,2744687,5.755,2744601,5.755,2744137,5.755,2752682,5.755,2749870,5.755,2747069,5.755,2755251,5.755,2752404,5.755,2742071,5.755,2752255,5.755,2752116
5.757,2763511,5.757,2751774,5.757,2760210,5.757,2762266,5.757,2758399,5.757,2747183,5.757,2746657,5.757,2746086,5.757,2755492,5.757,2752760,5.757,2749540,5.757,2757889,5.757,2755314,5.757,2744475,5.757,2754594,5.757,2754615
5.758,2766255,5.758,2754277,5.758,2762884,5.758,2764791,5.758,2760751,5.758,2749639,5.758,2748686,5.758,2748184,5.758,2758397,5.758,2755588,5.758,2752071,5.758,2760516,5.758,2758194,5.758,2747039,5.758,2757051,5.758,2757019
5.76,2768923,5.76,2756817,5.76,2765353,5.76,2767019,5.76,2763231,5.76,2751985,5.76,2750746,5.76,2750429,5.76,2761064,5.76,2758233,5.76,2754504,5.76,2762958,5.76,2761279,5.76,2749659,5.76,2759741,5.76,2759219
5.762,2771670,5.762,2759346,5.762,2767677,5.762,2769191,5.762,2765523,5.762,2754336,5.762,2752894,5.762,2752757,5.762,2763699,5.762,2760805,5.762,2756733,5.762,2765223,5.762,2764219,5.762,2752541,5.762,2762309,5.762,2761173
5.763,2773973,5.763,2761809,5.763,2770183,5.763,2771501,5.763,2768178,5.763,2756859,5.763,2755174,5.763,2755374,5.763,2766340,5.763,2763157,5.763,2759259,5.763,2767426,5.763,2766777,5.763,2755368,5.763,2764868,5.763,2763252
5.765,2776373,5.765,2764339,5.765,2772746,5.765,2773541,5.765,2770727,5.765,2759384,5.765,2757725,5.765,2758053,5.765,2768955,5.765,2765197,5.765,2761637,5.765,2769704,5.765,2769066,5.765,2758156,5.765,2767404,5.765,2765365
5.767,2778945,5.767,2766625,5.767,2775062,5.767,2775548,5.767,2773114,5.767,2761873,5.767,2760124,5.767,2760727,5.767,2771422,5.767,2767155,5.767,2764037,5.767,2771857,5.767,2771425,5.767,2760971,5.767,2769752,5.767,2767685
5.768,2781159,5.768,2769041,5.768,2777453,5.768,2777635,5.768,2775572,5.768,2764449,5.768,2762591,5.768,2763261,5.768,2773873,5.768,2769304,5.768,2766479,5.768,2773904,5.768,2773420,5.768,2763602,5.768,2771824,5.768,2769961
5.77,2783131,5.77,2771521,5.77,2779892,5.77,2779826,5.77,2777923,5.77,2767040,5.77,2764848,5.77,2765532,5.77,2775989,5.77,2771514,5.77,2769088,5.77,2775976,5.77,2775430,5.77,2765981,5.77,2773914,5.77,2772417
5.772,2785376,5.772,2773853,5.772,2782247,5.772,2781856,5.772,2779921,5.772,2769116,5.772,2766990,5.772,2767568,5.772,2777799,5.772,2773690,5.772,2771234,5.772,2778163,5.772,2777589,5.772,2768318,5.772,2775957,5.772,2774585
5.773,2787569,5.773,2775922,5.773,2784342,5.773,2783941,5.773,2781865,5.773,2771179,5.773,2769007,5.773,2769770,5.773,2779727,5.773,2776082,5.773,2773522,5.773,2780272,5.773,2779753,5.773,2770677,5.773,2777970,5.773,2776806
5.775,2789428,5.775,2777871,5.775,2786449,5.775,2785933,5.775,2783850,5.775,2773131,5.775,2771000,5.775,2771772,5.775,2781613,5.775,2778618,5.775,2775755,5.775,2782433,5.775,2781917,5.775,2772699,5.775,2779929,5.775,2778861
5.777,2791565,5.777,2779631,5.777,2788543,5.777,2788056,5.777,2785577,5.777,2774877,5.777,2773091,5.777,2773807,5.777,2783557,5.777,2781030,5.777,2777831,5.777,2784757,5.777,2784120,5.777,2774572,5.777,2781933,5.777,2780784
5.778,2793686,5.778,2781201,5.778,2790450,5.778,2789973,5.778,2787617,5.778,2776596,5.778,2775278,5.778,2775917,5.778,2785745,5.778,2783265,5.778,2779695,5.778,2787078,5.778,2786520,5.778,2776422,5.778,2784045,5.778,2782551
5.78,2795471,5.78,2782610,5.78,2792175,5.78,2792015,5.78,2789695,5.78,2778578,5.78,2777527,5.78,2778000,5.78,2788135,5.78,2785717,5.78,2781524,5.78,2789218,5.78,2788659,5.78,2778045,5.78,2786287,5.78,2784453
5.782,2797121,5.782,2784325,5.782,2793802,5.782,2793954,5.782,2791766,5.782,2780586,5.782,2779502,5.782,2779829,5.782,2790130,5.782,2787852,5.782,2783310,5.782,2791289,5.782,2790687,5.782,2779444,5.782,2788168,5.782,2786099
5.783,2798907,5.783,2786277,5.783,2795465,5.783,2795871,5.783,2793696,5.783,2782554,5.783,2781461,5.783,2781729,5.783,2792108,5.783,2789795,5.783,2784925,5.783,2793306,5.783,2792554,5.783,2781000,5.783,2790025,5.783,2787665
5.785,2800493,5.785,2788275,5.785,2797092,5.785,2797833,5.785,2795861,5.785,2784562,5.785,2782943,5.785,2783381,5.785,2793735,5.785,2791525,5.785,2786556,5.785,2795158,5.785,2794351,5.785,2782743,5.785,2791646,5.785,2789482
5.787,2802173,5.787,2790376,5.787,2798762,5.787,2799662,5.787,2797611,5.787,2786350,5.787,2784371,5.787,2785025,5.787,2795152,5.787,2793299,5.787,2788169,5.787,2796908,5.787,2795828,5.787,2784456,5.787,2793090,5.787,2791290
5.788,2803960,5.788,2792578,5.788,2800605,5.788,2801320,5.788,2799398,5.788,2788070,5.788,2785444,5.788,2786474,5.788,2796436,5.788,2794676,5.788,2789917,5.788,2798648,5.788,2797491,5.788,2786370,5.788,2794432,5.788,2793064
5.79,2805735,5.79,2794376,5.79,2802532,5.79,2803004,5.79,2801120,5.79,2789764,5.79,2786782,5.79,2787961,5.79,2797719,5.79,2796030,5.79,2791582,5.79,2800250,5.79,2799094,5.79,2788347,5.79,2796118,5.79,2795010
5.792,2807358,5.792,2796052,5.792,2804355,5.792,2804540,5.792,2802937,5.792,2791313,5.792,2788060,5.792,2789453,5.792,2798970,5.792,2797312,5.792,2793379,5.792,2801705,5.792,2800542,5.792,2790200,5.792,2797801,5.792,2796985
5.793,2808944,5.793,2797553,5.793,2806132,5.793,2805706,5.793,2804452,5.793,2792861,5.793,2789838,5.793,2791071,5.793,2800515,5.793,2798807,5.793,2795237,5.793,2803090,5.793,2802028,5.793,2791809,5.793,2799766,5.793,2798625
5.795,2810596,5.795,2799005,5.795,2807802,5.795,2807266,5.795,2806025,5.795,2794527,5.795,2791578,5.795,2792598,5.795,2802132,5.795,2800293,5.795,2797088,5.795,2804593,5.795,2803540,5.795,2793459,5.795,2801769,5.795,2800323
5.797,2812209,5.797,2800518,5.797,2809484,5.797,2808951,5.797,2807439,5.797,2796087,5.797,2793515,5.797,2794372,5.797,2803647,5.797,2802066,5.797,2798930,5.797,2805992,5.797,2804951,5.797,2795028,5.797,2803691,5.797,2801904
5.798,2813844,5.798,2802321,5.798,2811073,5.798,2810550,5.798,2808905,5.798,2797488,5.798,2795258,5.798,2795878,5.798,2805315,5.798,2803968,5.798,2800553,5.798,2807410,5.798,2806459,5.798,2796597,5.798,2805338,5.798,2803349
5.8,2815399,5.8,2803925,5.8,2812641,5.8,2812293,5.8,2810208,5.8,2799104,5.8,2797000,5.8,2797293,5.8,2806910,5.8,2805931,5.8,2802090,5.8,2809212,5.8,2808264,5.8,2798269,5.8,2807079,5.8,2804574
5.802,2817108,5.802,2805540,5.802,2814275,5.802,2814188,5.802,2811699,5.802,2800796,5.802,2798453,5.802,2798763,5.802,2808360,5.802,2807676,5.802,2803351,5.802,2810984,5.802,2810115,5.802,2800067,5.802,2808606,5.802,2805870
5.803,2818637,5.803,2807124,5.803,2815970,5.803,2815742,5.803,2813186,5.803,2802520,5.803,2799764,5.803,2800182,5.803,2809682,5.803,2809163,5.803,2804556,5.803,2812555,5.803,2811938,5.803,2801794,5.803,2810021,5.803,2807035
5.805,2819943,5.805,2808640,5.805,2817637,5.805,2816982,5.805,2814617,5.805,2804253,5.805,2801190,5.805,2801391,5.805,2811142,5.805,2810225,5.805,2805700,5.805,2814122,5.805,2813764,5.805,2803445,5.805,2811456,5.805,2808229
5.807,2821339,5.807,2809904,5.807,2819182,5.807,2818424,5.807,2815891,5.807,2806013,5.807,2802636,5.807,2802951,5.807,2812727,5.807,2811262,5.807,2807094,5.807,2815721,5.807,2815481,5.807,2805033,5.807,2813184,5.807,2809379
5.808,2822968,5.808,2811491,5.808,2820728,5.808,2819735,5.808,2817140,5.808,2807697,5.808,2804013,5.808,2804488,5.808,2814366,5.808,2812226,5.808,2808366,5.808,2816896,5.808,2816861,5.808,2806341,5.808,2814705,5.808,2810670
5.81,2824539,5.81,2813011,5.81,2822082,5.81,2820968,5.81,2818182,5.81,2809072,5.81,2805366,5.81,2805847,5.81,2816013,5.81,2813354,5.81,2809781,5.81,2818085,5.81,2818008,5.81,2807666,5.81,2816271,5.81,2812030
5.812,2826167,5.812,2814593,5.812,2823396,5.812,2822267,5.812,2819442,5.812,2810347,5.812,2806830,5.812,2807216,5.812,2817685,5.812,2814709,5.812,2811054,5.812,2819407,5.812,2818964,5.812,2808966,5.812,2817957,5.812,2813438
5.813,2827970,5.813,2816078,5.813,2824467,5.813,2823820,5.813,2820918,5.813,2811582,5.813,2808140,5.813,2808548,5.813,2819220,5.813,2816498,5.813,2812089,5.813,2820819,5.813,2820014,5.813,2810291,5.813,2819466,5.813,2814753
5.815,2829562,5.815,2817575,5.815,2825712,5.815,2825102,5.815,2822439,5.815,2812686,5.815,2809531,5.815,2809635,5.815,2820485,5.815,2818212,5.815,2813008,5.815,2822263,5.815,2820876,5.815,2811516,5.815,2820589,5.815,2816074
5.817,2831092,5.817,2818737,5.817,2826838,5.817,2826369,5.817,2824182,5.817,2813593,5.817,2810972,5.817,2810657,5.817,2821688,5.817,2819858,5.817,2814008,5.817,2823847,5.817,2821945,5.817,2812840,5.817,2821653,5.817,2817396
5.818,2832507,5.818,2820027,5.818,2827925,5.818,2827700,5.818,2825945,5.818,2814784,5.818,2812431,5.818,2811651,5.818,2822894,5.818,2821459,5.818,2815146,5.818,2825418,5.818,2823137,5.818,2814081,5.818,2822761,5.818,2818759
5.82,2833953,5.82,2821278,5.82,2829129,5.82,2828965,5.82,2827290,5.82,2815985,5.82,2813784,5.82,2812685,5.82,2824021,5.82,2822881,5.82,2816486,5.82,2826993,5.82,2824561,5.82,2815307,5.82,2823851,5.82,2820142
5.822,2835362,5.822,2822553,5.822,2830562,5.822,2830103,5.822,2828546,5.822,2817411,5.822,2815173,5.822,2813669,5.822,2825211,5.822,2824199,5.822,2818172,5.822,2828483,5.822,2825575,5.822,2816492,5.822,2825139,5.822,2821436
5.823,2836849,5.823,2823924,5.823,2831884,5.823,2831386,5.823,2829884,5.823,2819161,5.823,2816608,5.823,2814675,5.823,2826238,5.823,2825447,5.823,2819688,5.823,2829788,5.823,2827049,5.823,2817707,5.823,2826501,5.823,2822939
5.825,2838260,5.825,2825390,5.825,2833229,5.825,2832851,5.825,2831100,5.825,2821015,5.825,2817959,5.825,2815785,5.825,2827322,5.825,2826777,5.825,2821195,5.825,2831041,5.825,2828484,5.825,2818898,5.825,2827933,5.825,2824289
5.827,2839625,5.827,2826666,5.827,2834662,5.827,2834313,5.827,2832535,5.827,2822592,5.827,2819374,5.827,2817053,5.827,2828444,5.827,2827882,5.827,2822552,5.827,2832365,5.827,2829885,5.827,2819969,5.827,2829283,5.827,2825607
5.828,2840790,5.828,2827909,5.828,2835854,5.828,2835809,5.828,2834343,5.828,2824138,5.828,2820984,5.828,2818219,5.828,2829618,5.828,2829049,5.828,2823776,5.828,2833626,5.828,2831264,5.828,2820874,5.828,2830451,5.828,2826832
5.83,2841830,5.83,2829031,5.83,2836778,5.83,2837321,5.83,2836089,5.83,2825363,5.83,2822607,5.83,2819697,5.83,2830883,5.83,2830052,5.83,2824778,5.83,2834792,5.83,2833022,5.83,2821648,5.83,2831410,5.83,2828164
5.832,2842835,5.832,2830046,5.832,2837831,5.832,2838874,5.832,2837687,5.832,2826427,5.832,2823977,5.832,2821345,5.832,2832577,5.832,2831153,5.832,2826096,5.832,2836086,5.832,2834558,5.832,2822640,5.832,2832430,5.832,2829184
5.833,2843729,5.833,2831184,5.833,2838825,5.833,2840114,5.833,2839207,5.833,2827625,5.833,2825429,5.833,2822838,5.833,2834170,5.833,2832107,5.833,2827316,5.833,2837343,5.833,2835784,5.833,2823721,5.833,2833383,5.833,2830355
5.835,2844627,5.835,2832559,5.835,2839933,5.835,2841188,5.835,2840504,5.835,2828928,5.835,2826669,5.835,2824073,5.835,2835651,5.835,2833310,5.835,2828448,5.835,2838544,5.835,2837012,5.835,2824882,5.835,2834300,5.835,2831449
5.837,2845634,5.837,2833971,5.837,2841041,5.837,2842369,5.837,2841455,5.837,2830107,5.837,2827659,5.837,2825356,5.837,2837159,5.837,2834506,5.837,2829634,5.837,2839626,5.837,2838061,5.837,2826342,5.837,2835404,5.837,2832585
5.838,2846767,5.838,2835623,5.838,2842363,5.838,2843530,5.838,2842356,5.838,2831338,5.838,2828449,5.838,2826205,5.838,2838505,5.838,2835835,5.838,2830730,5.838,2840808,5.838,2838908,5.838,2828074,5.838,2836842,5.838,2833670
5.84,2847906,5.84,2837272,5.84,2843650,5.84,2844536,5.84,2843262,5.84,2832263,5.84,2829453,5.84,2826864,5.84,2839445,5.84,2837009,5.84,2831525,5.84,2842048,5.84,2839605,5.84,2829420,5.84,2838431,5.84,2834992
5.842,2849219,5.842,2838730,5.842,2845048,5.842,2845687,5.842,2844169,5.842,2832978,5.842,2830499,5.842,2827534,5.842,2840540,5.842,2838338,5.842,2832424,5.842,2843312,5.842,2840794,5.842,2830634,5.842,2840044,5.842,2836208
5.843,2850610,5.843,2840065,5.843,2846317,5.843,2846987,5.843,2845117,5.843,2833963,5.843,2831631,5.843,2828485,5.843,2841501,5.843,2839472,5.843,2833336,5.843,2844634,5.843,2841931,5.843,2831768,5.843,2841757,5.843,2837484
5.845,2852122,5.845,2841241,5.845,2847594,5.845,2847902,5.845,2846228,5.845,2835064,5.845,2832790,5.845,2829463,5.845,2842244,5.845,2840556,5.845,2834235,5.845,2845990,5.845,2843208,5.845,2832662,5.845,2843298,5.845,2838750
5.847,2853679,5.847,2842120,5.847,2848611,5.847,2848878,5.847,2847363,5.847,2836453,5.847,2833977,5.847,2830595,5.847,2843082,5.847,2841522,5.847,2835303,5.847,2847267,5.847,2844565,5.847,2833125,5.847,2844360,5.847,2840002
5.848,2855168,5.848,2843141,5.848,2849440,5.848,2849763,5.848,2848557,5.848,2838025,5.848,2835026,5.848,2831773,5.848,2843996,5.848,2842498,5.848,2836478,5.848,2848452,5.848,2846075,5.848,2833926,5.848,2845103,5.848,2841188
5.85,2856506,5.85,2844075,5.85,2850173,5.85,2850698,5.85,2849762,5.85,2839516,5.85,2835791,5.85,2832990,5.85,2844647,5.85,2843444,5.85,2837529,5.85,2849433,5.85,2847028,5.85,2834638,5.85,2845941,5.85,2842296
5.852,2857691,5.852,2844914,5.852,2850891,5.852,2851591,5.852,2850820,5.852,2840673,5.852,2836497,5.852,2833887,5.852,2845603,5.852,2844314,5.852,2838715,5.852,2850194,5.852,2847900,5.852,2835504,5.852,2846585,5.852,2843286
5.853,2858509,5.853,2845661,5.853,2851697,5.853,2852830,5.853,2851743,5.853,2841894,5.853,2837319,5.853,2834859,5.853,2846728,5.853,2845227,5.853,2839694,5.853,2850966,5.853,2848783,5.853,2836359,5.853,2847140,5.853,2844213
5.855,2859070,5.855,2846660,5.855,2852712,5.855,2853999,5.855,2852534,5.855,2842638,5.855,2838337,5.855,2835909,5.855,2847582,5.855,2845953,5.855,2840706,5.855,2851687,5.855,2849533,5.855,2837433,5.855,2847896,5.855,2845140
5.857,2859600,5.857,2847415,5.857,2853846,5.857,2855370,5.857,2853242,5.857,2843484,5.857,2839226,5.857,2836713,5.857,2848639,5.857,2846652,5.857,2841614,5.857,2852268,5.857,2849979,5.857,2838344,5.857,2848873,5.857,2845922
5.858,2860132,5.858,2848231,5.858,2855057,5.858,2856562,5.858,2854051,5.858,2844517,5.858,2840394,5.858,2837305,5.858,2849746,5.858,2847311,5.858,2842707,5.858,2853062,5.858,2850791,5.858,2839468,5.858,2849575,5.858,2846810
5.86,2860600,5.86,2848992,5.86,2856238,5.86,2857675,5.86,2854786,5.86,2845513,5.86,2841736,5.86,2838138,5.86,2850655,5.86,2848136,5.86,2843518,5.86,2853881,5.86,2851570,5.86,2840353,5.86,2850385,5.86,2847627
5.862,2861307,5.862,2849959,5.862,2857303,5.862,2858536,5.862,2855784,5.862,2846293,5.862,2842995,5.862,2838789,5.862,2851560,5.862,2848678,5.862,2844603,5.862,2854742,5.862,2852393,5.862,2841196,5.862,2851340,5.862,2848316
5.863,2861997,5.863,2850649,5.863,2858257,5.863,2859275,5.863,2856983,5.863,2847251,5.863,2843978,5.863,2839332,5.863,2852603,5.863,2849465,5.863,2845460,5.863,2855595,5.863,2853304,5.863,2842122,5.863,2852380,5.863,2848986
5.865,2862790,5.865,2851498,5.865,2859012,5.865,2859706,5.865,2858003,5.865,2848021,5.865,2845089,5.865,2840270,5.865,2853326,5.865,2850276,5.865,2846316,5.865,2856470,5.865,2854493,5.865,2842916,5.865,2853239,5.865,2849709
5.867,2863633,5.867,2852328,5.867,2859707,5.867,2860423,5.867,2858803,5.867,2848449,5.867,2845905,5.867,2841516,5.867,2854116,5.867,2850869,5.867,2846901,5.867,2857121,5.867,2855456,5.867,2843592,5.867,2854268,5.867,2850311
5.868,2864637,5.868,2853146,5.868,2860259,5.868,2861261,5.868,2859771,5.868,2848895,5.868,2846515,5.868,2842617,5.868,2854619,5.868,2851404,5.868,2847749,5.868,2857747,5.868,2856443,5.868,2844558,5.868,2855186,5.868,2850975
5.87,2865307,5.87,2853878,5.87,2860674,5.87,2861985,5.87,2860361,5.87,2849405,5.87,2847190,5.87,2843689,5.87,2855009,5.87,2852230,5.87,2848366,5.87,2858209,5.87,2857095,5.87,2845648,5.87,2855981,5.87,2851663
5.872,2866240,5.872,2854515,5.872,2861110,5.872,2862793,5.872,2860785,5.872,2849941,5.872,2848037,5.872,2844787,5.872,2855331,5.872,2852854,5.872,2849062,5.872,2858536,5.872,2857550,5.872,2846560,5.872,2856578,5.872,2852241
5.873,2867020,5.873,2855005,5.873,2861765,5.873,2863825,5.873,2861327,5.873,2850569,5.873,2848738,5.873,2845619,5.873,2855828,5.873,2853421,5.873,2849816,5.873,2858934,5.873,2857721,5.873,2847521,5.873,2857276,5.873,2852701
5.875,2867640,5.875,2855573,5.875,2862306,5.875,2864474,5.875,2861803,5.875,2851463,5.875,2849558,5.875,2846198,5.875,2856213,5.875,2854125,5.875,2850665,5.875,2859407,5.875,2857971,5.875,2848396,5.875,2857802,5.875,2853186
5.877,2867967,5.877,2856046,5.877,2862937,5.877,2864945,5.877,2862119,5.877,2852330,5.877,2850240,5.877,2846760,5.877,2856836,5.877,2854734,5.877,2851251,5.877,2859990,5.877,2858221,5.877,2848876,5.877,2858339,5.877,2853776
5.878,2868550,5.878,2856653,5.878,2863613,5.878,2865564,5.878,2862419,5.878,2853159,5.878,2850748,5.878,2847456,5.878,2857487,5.878,2855158,5.878,2851907,5.878,2860696,5.878,2858649,5.878,2849186,5.878,2858945,5.878,2854546
5.88,2868841,5.88,2857528,5.88,2864395,5.88,2866174,5.88,2862581,5.88,2854010,5.88,2851202,5.88,2848121,5.88,2858152,5.88,2855649,5.88,2852719,5.88,2861460,5.88,2859121,5.88,2849579,5.88,2859661,5.88,2855349
5.882,2869091,5.882,2858266,5.882,2864940,5.882,2866492,5.882,2862749,5.882,2854634,5.882,2851694,5.882,2848765,5.882,2858704,5.882,2856281,5.882,2853380,5.882,2862190,5.882,2859863,5.882,2849935,5.882,2860241,5.882,2856236
5.883,2869376,5.883,2858747,5.883,2865566,5.883,2867047,5.883,2863209,5.883,2855230,5.883,2852446,5.883,2849421,5.883,2859350,5.883,2856964,5.883,2853978,5.883,2863106,5.883,2860664,5.883,2850309,5.883,2860905,5.883,2857030
5.885,2869630,5.885,2859427,5.885,2866313,5.885,2867407,5.885,2863618,5.885,2855868,5.885,2853254,5.885,2850158,5.885,2859967,5.885,2857626,5.885,2854744,5.885,2863675,5.885,2861311,5.885,2850911,5.885,2861489,5.885,2857692
5.887,2869831,5.887,2859752,5.887,2867245,5.887,2867860,5.887,2864328,5.887,2856613,5.887,2854017,5.887,2850683,5.887,2860491,5.887,2858340,5.887,2855452,5.887,2864077,5.887,2862053,5.887,2851473,5.887,2861917,5.887,2858169
5.888,2870008,5.888,2859836,5.888,2867851,5.888,2868212,5.888,2865140,5.888,2857222,5.888,2854867,5.888,2851035,5.888,2860965,5.888,2859092,5.888,2856008,5.888,2864426,5.888,2862832,5.888,2851896,5.888,2862479,5.888,2858575
5.89,2870307,5.89,2860043,5.89,2868622,5.89,2868787,5.89,2866056,5.89,2858003,5.89,2855575,5.89,2851487,5.89,2861427,5.89,2859642,5.89,2856558,5.89,2864611,5.89,2863387,5.89,2852341,5.89,2862942,5.89,2859031
5.892,2870604,5.892,2860464,5.892,2869226,5.892,2869155,5.892,2866755,5.892,2858576,5.892,2855831,5.892,2851983,5.892,2861779,5.892,2859973,5.892,2857302,5.892,2864447,5.892,2863666,5.892,2852582,5.892,2863553,5.892,2859593
5.893,2871248,5.893,2860760,5.893,2869616,5.893,2869745,5.893,2867632,5.893,2858980,5.893,2856131,5.893,2852372,5.893,2862113,5.893,2860255,5.893,2857842,5.893,2864444,5.893,2864153,5.893,2852833,5.893,2864332,5.893,2860150
5.895,2872042,5.895,2861297,5.895,2869671,5.895,2870121,5.895,2868285,5.895,2859315,5.895,2856468,5.895,2852789,5.895,2862609,5.895,2860320,5.895,2858270,5.895,2864596,5.895,2864496,5.895,2853127,5.895,2865095,5.895,2860595
5.897,2872878,5.897,2862130,5.897,2869974,5.897,2870569,5.897,2868979,5.897,2859574,5.897,2856419,5.897,2853447,5.897,2862986,5.897,2860212,5.897,2858652,5.897,2864735,5.897,2864702,5.897,2853454,5.897,2865678,5.897,2861247
5.898,2873454,5.898,2862851,5.898,2869968,5.898,2870981,5.898,2869448,5.898,2859901,5.898,2856510,5.898,2854057,5.898,2863399,5.898,2860224,5.898,2859049,5.898,2864956,5.898,2865019,5.898,2853812,5.898,2866442,5.898,2861780
5.9,2874063,5.9,2863490,5.9,2870307,5.9,2871468,5.9,2869734,5.9,2860311,5.9,2856659,5.9,2854699,5.9,2863762,5.9,2860454,5.9,2859120,5.9,2865302,5.9,2865466,5.9,2854301,5.9,2866937,5.9,2862050
5.902,2874446,5.902,2864153,5.902,2870554,5.902,2872073,5.902,2869828,5.902,2860770,5.902,2856990,5.902,2855445,5.902,2864086,5.902,2860907,5.902,2859333,5.902,2865694,5.902,2865888,5.902,2854735,5.902,2867188,5.902,2862226
5.903,2874673,5.903,2864708,5.903,2871005,5.903,2872805,5.903,2869842,5.903,2860994,5.903,2857371,5.903,2856162,5.903,2864257,5.903,2861804,5.903,2859797,5.903,2865962,5.903,2866226,5.903,2855209,5.903,2867522,5.903,2862404
5.905,2874844,5.905,2864882,5.905,2871247,5.905,2873262,5.905,2869822,5.905,2861419,5.905,2858074,5.905,2856957,5.905,2864500,5.905,2862808,5.905,2860157,5.905,2866317,5.905,2866788,5.905,2855737,5.905,2867696,5.905,2862222
5.907,2875238,5.907,2865134,5.907,2871845,5.907,2873646,5.907,2869806,5.907,2861517,5.907,2858706,5.907,2857598,5.907,2864714,5.907,2863506,5.907,2860608,5.907,2866790,5.907,2867194,5.907,2855958,5.907,2867661,5.907,2862142
5.908,2875715,5.908,2865410,5.908,2871994,5.908,2873822,5.908,2869836,5.908,2861432,5.908,2859645,5.908,2858376,5.908,2865053,5.908,2863843,5.908,2861319,5.908,2867325,5.908,2867730,5.908,2856199,5.908,2867705,5.908,2862451
5.91,2875986,5.91,2865577,5.91,2872234,5.91,2873686,5.91,2870000,5.91,2861422,5.91,2860373,5.91,2858912,5.91,2865218,5.91,2863772,5.91,2862130,5.91,2867887,5.91,2868090,5.91,2856244,5.91,2867858,5.91,2862959
5.912,2876301,5.912,2865793,5.912,2872357,5.912,2873394,5.912,2870346,5.912,2861573,5.912,2861040,5.912,2859502,5.912,2865330,5.912,2863391,5.912,2862614,5.912,2868645,5.912,2868635,5.912,2856313,5.912,2867908,5.912,2863791
5.913,2876830,5.913,2866222,5.913,2872645,5.913,2873356,5.913,2870561,5.913,2861452,5.913,2861778,5.913,2859972,5.913,2865563,5.913,2862948,5.913,2863414,5.913,2869103,5.913,2869066,5.913,2856436,5.913,2868126,5.913,2864992
5.915,2877226,5.915,2866609,5.915,2872709,5.915,2873434,5.915,2870800,5.915,2861685,5.915,2862699,5.915,2860746,5.915,2865685,5.915,2862813,5.915,2864216,5.915,2869480,5.915,2869415,5.915,2857027,5.915,2868465,5.915,2866110
5.917,2877338,5.917,2866954,5.917,2872993,5.917,2873625,5.917,2871386,5.917,2862186,5.917,2863456,5.917,2861222,5.917,2865797,5.917,2863084,5.917,2864980,5.917,2869804,5.917,2869457,5.917,2857554,5.917,2869002,5.917,2867056
5.918,2877826,5.918,2867400,5.918,2873342,5.918,2873996,5.918,2872033,5.918,2862701,5.918,2864192,5.918,2861910,5.918,2866177,5.918,2863904,5.918,2865664,5.918,2870160,5.918,2869647,5.918,2858442,5.918,2869448,5.918,2868020
5.92,2878259,5.92,2867912,5.92,2873968,5.92,2874413,5.92,2872713,5.92,2863275,5.92,2865066,5.92,2862860,5.92,2866751,5.92,2864733,5.92,2866698,5.92,2870379,5.92,2869690,5.92,2859215,5.92,2869986,5.92,2868538
5.922,2878394,5.922,2868326,5.922,2874489,5.922,2874824,5.922,2873611,5.922,2864094,5.922,2865739,5.922,2863652,5.922,2867200,5.922,2865495,5.922,2867442,5.922,2870998,5.922,2869850,5.922,2859867,5.922,2870734,5.922,2868962
5.923,2878809,5.923,2868708,5.923,2875232,5.923,2875333,5.923,2874405,5.923,2864732,5.923,2866278,5.923,2864162,5.923,2867929,5.923,2866254,5.923,2868108,5.923,2871500,5.923,2870237,5.923,2860371,5.923,2871481,5.923,2869363
